Time(year-month-day h:m:s);Total solar irradiance (W/m2);Direct normal irradiance (W/m2);Global horizontal irradiance (W/m2);Air temperature  (°C) ;Atmosphere (hpa);Relative humidity (%);Power (MW);;
2019-01-16 13:45:00;1123,87 ;973,93 ;123,93 ;15,62 ;834,48 ;31,20 ;28,30 ;;
2019-01-16 14:00:00;1130,80 ;922,00 ;116,07 ;15,66 ;834,28 ;31,27 ;28,08 ;;
2019-01-16 14:15:00;1130,13 ;925,40 ;114,93 ;16,02 ;834,01 ;29,25 ;27,86 ;;
2019-01-16 14:30:00;1126,47 ;943,40 ;114,80 ;16,43 ;833,88 ;28,83 ;27,61 ;;
2019-01-16 14:45:00;1100,90 ;949,30 ;113,50 ;16,44 ;833,71 ;25,25 ;27,23 ;;
2019-01-16 15:00:00;1059,67 ;963,87 ;110,73 ;18,49 ;833,22 ;21,53 ;26,47 ;;
2019-01-16 15:15:00;1023,80 ;970,87 ;107,53 ;18,73 ;833,01 ;17,79 ;25,77 ;;
2019-01-16 15:30:00;989,73 ;981,33 ;103,87 ;18,94 ;832,94 ;14,97 ;24,94 ;;
2019-01-16 15:45:00;940,07 ;976,47 ;97,80 ;18,82 ;832,66 ;12,51 ;23,63 ;;
2019-01-16 16:00:00;882,93 ;954,80 ;89,80 ;18,60 ;832,50 ;12,07 ;22,23 ;;
2019-01-16 16:15:00;819,47 ;916,73 ;80,27 ;19,04 ;832,38 ;13,93 ;20,75 ;;
2019-01-16 16:30:00;779,27 ;889,53 ;71,47 ;18,97 ;832,30 ;14,09 ;19,12 ;;
2019-01-16 16:45:00;716,80 ;826,13 ;60,07 ;19,21 ;832,34 ;14,57 ;17,28 ;;
2019-01-16 17:00:00;667,27 ;724,87 ;66,87 ;19,27 ;832,26 ;15,37 ;15,52 ;;
2019-01-16 17:15:00;583,20 ;19,27 ;254,27 ;19,37 ;832,30 ;16,09 ;13,00 ;;
2019-01-16 17:30:00;490,47 ;31,73 ;190,47 ;18,99 ;832,30 ;18,21 ;10,27 ;;
2019-01-16 17:45:00;365,00 ;7,73 ;131,73 ;18,87 ;832,37 ;18,91 ;7,42 ;;
2019-01-16 18:00:00;268,47 ;0,00 ;92,07 ;19,05 ;832,42 ;19,11 ;5,33 ;;
2019-01-16 18:15:00;172,27 ;5,73 ;54,20 ;18,43 ;832,53 ;21,41 ;3,21 ;;
2019-01-16 18:30:00;114,40 ;2,60 ;32,00 ;17,72 ;832,60 ;22,88 ;1,97 ;;
2019-01-16 18:45:00;3,73 ;0,00 ;0,20 ;16,20 ;832,67 ;24,96 ;0,06 ;;
2019-01-16 19:00:00;0,00 ;0,00 ;0,00 ;15,57 ;832,72 ;26,39 ;0,00 ;;
2019-01-16 19:15:00;0,00 ;0,00 ;0,00 ;14,90 ;832,76 ;27,83 ;0,00 ;;
2019-01-16 19:30:00;0,00 ;0,00 ;0,00 ;14,54 ;832,90 ;28,85 ;0,00 ;;
2019-01-16 19:45:00;0,00 ;0,00 ;0,00 ;14,71 ;833,26 ;27,39 ;0,00 ;;
2019-01-16 20:00:00;0,00 ;0,00 ;0,00 ;14,81 ;833,44 ;26,55 ;0,00 ;;
2019-01-16 20:15:00;0,00 ;0,00 ;0,00 ;14,78 ;833,55 ;26,46 ;0,00 ;;
2019-01-16 20:30:00;0,00 ;0,00 ;0,00 ;14,63 ;833,70 ;26,86 ;0,00 ;;
2019-01-16 20:45:00;0,00 ;0,00 ;0,00 ;14,94 ;834,01 ;25,90 ;0,00 ;;
2019-01-16 21:00:00;0,00 ;0,00 ;0,00 ;14,83 ;834,16 ;26,00 ;0,00 ;;
2019-01-16 21:15:00;0,00 ;0,00 ;0,00 ;14,36 ;834,48 ;27,05 ;0,00 ;;
2019-01-16 21:30:00;0,00 ;0,00 ;0,00 ;14,13 ;834,56 ;28,03 ;0,00 ;;
2019-01-16 21:45:00;0,00 ;0,00 ;0,00 ;14,02 ;834,56 ;28,47 ;0,00 ;;
2019-01-16 22:00:00;0,00 ;0,00 ;0,00 ;13,43 ;834,88 ;29,83 ;0,00 ;;
2019-01-16 22:15:00;0,00 ;0,00 ;0,00 ;12,96 ;834,92 ;30,86 ;0,00 ;;
2019-01-16 22:30:00;0,00 ;0,00 ;0,00 ;12,61 ;835,06 ;31,99 ;0,00 ;;
2019-01-16 22:45:00;0,00 ;0,00 ;0,00 ;12,45 ;835,09 ;32,32 ;0,00 ;;
2019-01-16 23:00:00;0,00 ;0,00 ;0,00 ;12,07 ;835,22 ;33,37 ;0,00 ;;
2019-01-16 23:15:00;0,00 ;0,00 ;0,00 ;11,74 ;835,37 ;34,24 ;0,00 ;;
2019-01-16 23:30:00;0,00 ;0,00 ;0,00 ;11,49 ;835,48 ;34,86 ;0,00 ;;
2019-01-16 23:45:00;0,00 ;0,00 ;0,00 ;11,93 ;835,51 ;33,57 ;0,00 ;;
2019-01-17 00:00:00;0,00 ;0,00 ;0,00 ;12,91 ;835,50 ;31,03 ;0,00 ;;
2019-01-17 00:15:00;0,00 ;0,00 ;0,00 ;12,88 ;835,50 ;30,45 ;0,00 ;;
2019-01-17 00:30:00;0,00 ;0,00 ;0,00 ;12,57 ;835,56 ;30,73 ;0,00 ;;
2019-01-17 00:45:00;0,00 ;0,00 ;0,00 ;11,94 ;835,53 ;32,67 ;0,00 ;;
2019-01-17 01:00:00;0,00 ;0,00 ;0,00 ;11,67 ;835,54 ;33,81 ;0,00 ;;
2019-01-17 01:15:00;0,00 ;0,00 ;0,00 ;11,35 ;835,38 ;34,92 ;0,00 ;;
2019-01-17 01:30:00;0,00 ;0,00 ;0,00 ;11,13 ;835,30 ;35,51 ;0,00 ;;
2019-01-17 01:45:00;0,00 ;0,00 ;0,00 ;10,71 ;835,39 ;36,75 ;0,00 ;;
2019-01-17 02:00:00;0,00 ;0,00 ;0,00 ;10,19 ;835,40 ;38,67 ;0,00 ;;
2019-01-17 02:15:00;0,00 ;0,00 ;0,00 ;9,67 ;835,49 ;40,18 ;0,00 ;;
2019-01-17 02:30:00;0,00 ;0,00 ;0,00 ;9,13 ;835,50 ;42,30 ;0,00 ;;
2019-01-17 02:45:00;0,00 ;0,00 ;0,00 ;8,86 ;835,43 ;43,66 ;0,00 ;;
2019-01-17 03:00:00;0,00 ;0,00 ;0,00 ;9,11 ;835,50 ;43,21 ;0,00 ;;
2019-01-17 03:15:00;0,00 ;0,00 ;0,00 ;9,17 ;835,35 ;43,05 ;0,00 ;;
2019-01-17 03:30:00;0,00 ;0,00 ;0,00 ;8,74 ;835,20 ;44,55 ;0,00 ;;
2019-01-17 03:45:00;0,00 ;0,00 ;0,00 ;9,09 ;835,17 ;44,03 ;0,00 ;;
2019-01-17 04:00:00;0,00 ;0,00 ;0,00 ;9,29 ;835,10 ;43,54 ;0,00 ;;
2019-01-17 04:15:00;0,00 ;0,00 ;0,00 ;8,67 ;835,29 ;45,47 ;0,00 ;;
2019-01-17 04:30:00;0,00 ;0,00 ;0,00 ;7,99 ;835,36 ;47,55 ;0,00 ;;
2019-01-17 04:45:00;0,00 ;0,00 ;0,00 ;7,57 ;835,28 ;48,96 ;0,00 ;;
2019-01-17 05:00:00;0,00 ;0,00 ;0,00 ;7,91 ;835,14 ;48,27 ;0,00 ;;
2019-01-17 05:15:00;0,00 ;0,00 ;0,00 ;8,52 ;834,95 ;45,97 ;0,00 ;;
2019-01-17 05:30:00;0,00 ;0,00 ;0,00 ;8,11 ;834,80 ;46,95 ;0,00 ;;
2019-01-17 05:45:00;0,00 ;0,00 ;0,00 ;7,73 ;834,80 ;48,34 ;0,00 ;;
2019-01-17 06:00:00;0,00 ;0,00 ;0,00 ;7,55 ;834,86 ;49,92 ;0,00 ;;
2019-01-17 06:15:00;0,00 ;0,00 ;0,00 ;6,96 ;834,99 ;51,91 ;0,00 ;;
2019-01-17 06:30:00;0,00 ;0,00 ;0,00 ;7,60 ;835,12 ;50,48 ;0,00 ;;
2019-01-17 06:45:00;0,00 ;0,00 ;0,00 ;7,51 ;835,20 ;50,66 ;0,00 ;;
2019-01-17 07:00:00;0,00 ;0,00 ;0,00 ;6,84 ;835,32 ;53,61 ;0,00 ;;
2019-01-17 07:15:00;0,00 ;0,00 ;0,00 ;6,37 ;835,49 ;56,00 ;0,00 ;;
2019-01-17 07:30:00;0,00 ;0,00 ;0,00 ;6,53 ;835,56 ;55,80 ;0,00 ;;
2019-01-17 07:45:00;0,00 ;0,00 ;0,00 ;7,24 ;835,63 ;52,27 ;0,00 ;;
2019-01-17 08:00:00;0,00 ;0,00 ;0,00 ;6,63 ;835,70 ;54,19 ;0,00 ;;
2019-01-17 08:15:00;3,40 ;0,73 ;0,67 ;6,78 ;835,82 ;54,31 ;0,07 ;;
2019-01-17 08:30:00;30,13 ;4,73 ;11,00 ;6,47 ;835,96 ;55,75 ;0,71 ;;
2019-01-17 08:45:00;167,53 ;111,13 ;53,27 ;7,10 ;836,19 ;55,29 ;2,55 ;;
2019-01-17 09:00:00;266,93 ;5,47 ;100,20 ;8,48 ;836,32 ;50,89 ;4,63 ;;
2019-01-17 09:15:00;369,53 ;0,00 ;155,67 ;8,61 ;836,40 ;49,82 ;7,02 ;;
2019-01-17 09:30:00;460,80 ;152,60 ;157,80 ;9,22 ;836,52 ;49,68 ;9,48 ;;
2019-01-17 09:45:00;528,93 ;381,60 ;130,47 ;8,86 ;836,68 ;50,56 ;11,66 ;;
2019-01-17 10:00:00;593,80 ;436,07 ;144,53 ;9,67 ;836,90 ;50,34 ;13,90 ;;
2019-01-17 10:15:00;640,33 ;755,87 ;56,53 ;9,73 ;837,05 ;47,89 ;15,78 ;;
2019-01-17 10:30:00;684,07 ;802,47 ;65,93 ;9,84 ;837,26 ;47,87 ;17,55 ;;
2019-01-17 10:45:00;738,73 ;846,93 ;75,60 ;10,55 ;837,33 ;46,52 ;19,29 ;;
2019-01-17 11:00:00;803,00 ;875,07 ;83,80 ;12,03 ;837,46 ;43,34 ;20,86 ;;
2019-01-17 11:15:00;860,87 ;885,00 ;90,00 ;11,10 ;837,59 ;45,05 ;22,06 ;;
2019-01-17 11:30:00;916,47 ;898,33 ;96,13 ;13,13 ;837,54 ;41,56 ;23,38 ;;
2019-01-17 11:45:00;954,00 ;902,40 ;101,00 ;12,88 ;837,25 ;41,20 ;24,36 ;;
2019-01-17 12:00:00;984,67 ;900,87 ;104,73 ;11,98 ;837,36 ;45,24 ;25,25 ;;
2019-01-17 12:15:00;998,93 ;887,87 ;106,40 ;13,75 ;837,16 ;41,91 ;25,85 ;;
2019-01-17 12:30:00;1034,67 ;893,00 ;109,80 ;14,01 ;836,88 ;40,77 ;26,40 ;;
2019-01-17 12:45:00;1048,07 ;891,13 ;111,47 ;14,24 ;836,59 ;39,70 ;27,02 ;;
2019-01-17 13:00:00;1057,33 ;892,00 ;113,20 ;14,53 ;836,20 ;38,04 ;27,45 ;;
2019-01-17 13:15:00;1065,40 ;895,67 ;114,40 ;15,17 ;835,73 ;36,41 ;27,79 ;;
2019-01-17 13:30:00;1091,07 ;964,67 ;123,27 ;15,36 ;835,38 ;35,86 ;28,01 ;;
2019-01-17 13:45:00;1109,93 ;969,53 ;123,87 ;15,67 ;834,85 ;34,75 ;28,11 ;;
2019-01-17 14:00:00;1112,67 ;909,80 ;115,13 ;16,27 ;834,42 ;33,02 ;27,96 ;;
2019-01-17 14:15:00;1109,53 ;909,47 ;113,40 ;16,81 ;833,97 ;30,74 ;27,48 ;;
2019-01-17 14:30:00;1093,93 ;914,47 ;111,93 ;17,07 ;833,68 ;29,39 ;27,04 ;;
2019-01-17 14:45:00;1064,40 ;922,40 ;109,80 ;17,07 ;833,33 ;30,25 ;26,57 ;;
2019-01-17 15:00:00;1025,47 ;928,13 ;107,20 ;17,43 ;832,92 ;28,94 ;25,90 ;;
2019-01-17 15:15:00;985,67 ;932,47 ;103,73 ;17,47 ;832,65 ;29,12 ;24,92 ;;
2019-01-17 15:30:00;945,13 ;936,07 ;99,67 ;18,41 ;832,38 ;26,83 ;23,87 ;;
2019-01-17 15:45:00;894,53 ;932,80 ;93,93 ;18,35 ;832,09 ;26,98 ;22,83 ;;
2019-01-17 16:00:00;850,60 ;923,87 ;87,40 ;19,01 ;831,88 ;25,55 ;21,67 ;;
2019-01-17 16:15:00;796,93 ;894,33 ;78,80 ;19,49 ;831,87 ;23,54 ;20,23 ;;
2019-01-17 16:30:00;760,00 ;873,47 ;70,67 ;19,09 ;831,80 ;23,55 ;18,66 ;;
2019-01-17 16:45:00;698,60 ;812,27 ;59,67 ;19,47 ;831,64 ;21,69 ;16,83 ;;
2019-01-17 17:00:00;652,07 ;715,53 ;83,47 ;19,93 ;831,76 ;21,21 ;15,10 ;;
2019-01-17 17:15:00;591,60 ;21,40 ;261,47 ;19,37 ;831,61 ;21,43 ;13,01 ;;
2019-01-17 17:30:00;504,87 ;29,93 ;197,80 ;19,17 ;831,54 ;21,31 ;10,68 ;;
2019-01-17 17:45:00;419,60 ;6,73 ;149,73 ;19,20 ;831,50 ;22,09 ;8,55 ;;
2019-01-17 18:00:00;311,93 ;0,00 ;106,00 ;18,95 ;831,44 ;22,97 ;6,07 ;;
2019-01-17 18:15:00;204,73 ;12,73 ;64,13 ;18,50 ;831,47 ;24,21 ;3,71 ;;
2019-01-17 18:30:00;97,47 ;1,00 ;25,67 ;17,71 ;831,52 ;25,59 ;1,56 ;;
2019-01-17 18:45:00;7,47 ;0,00 ;1,13 ;16,92 ;831,56 ;26,80 ;0,09 ;;
2019-01-17 19:00:00;0,00 ;0,00 ;0,00 ;16,58 ;831,58 ;27,98 ;0,00 ;;
2019-01-17 19:15:00;0,00 ;0,00 ;0,00 ;16,61 ;831,65 ;29,00 ;0,00 ;;
2019-01-17 19:30:00;0,00 ;0,00 ;0,00 ;16,44 ;831,80 ;29,63 ;0,00 ;;
2019-01-17 19:45:00;0,00 ;0,00 ;0,00 ;16,11 ;831,80 ;30,40 ;0,00 ;;
2019-01-17 20:00:00;0,00 ;0,00 ;0,00 ;15,74 ;831,86 ;30,87 ;0,00 ;;
2019-01-17 20:15:00;0,00 ;0,00 ;0,00 ;15,45 ;831,98 ;31,24 ;0,00 ;;
2019-01-17 20:30:00;0,00 ;0,00 ;0,00 ;15,05 ;832,26 ;32,34 ;0,00 ;;
2019-01-17 20:45:00;0,00 ;0,00 ;0,00 ;15,37 ;832,37 ;32,11 ;0,00 ;;
2019-01-17 21:00:00;0,00 ;0,00 ;0,00 ;15,46 ;832,42 ;32,17 ;0,00 ;;
2019-01-17 21:15:00;0,00 ;0,00 ;0,00 ;15,43 ;832,59 ;33,73 ;0,00 ;;
2019-01-17 21:30:00;0,00 ;0,00 ;0,00 ;15,48 ;832,66 ;36,62 ;0,00 ;;
2019-01-17 21:45:00;0,00 ;0,00 ;0,00 ;15,30 ;832,85 ;38,06 ;0,00 ;;
2019-01-17 22:00:00;0,00 ;0,00 ;0,00 ;15,35 ;833,06 ;39,63 ;0,00 ;;
2019-01-17 22:15:00;0,00 ;0,00 ;0,00 ;15,23 ;833,10 ;40,69 ;0,00 ;;
2019-01-17 22:30:00;0,00 ;0,00 ;0,00 ;15,25 ;833,16 ;40,29 ;0,00 ;;
2019-01-17 22:45:00;0,00 ;0,00 ;0,00 ;15,15 ;833,32 ;39,86 ;0,00 ;;
2019-01-17 23:00:00;0,00 ;0,00 ;0,00 ;14,98 ;833,40 ;39,26 ;0,00 ;;
2019-01-17 23:15:00;0,00 ;0,00 ;0,00 ;14,85 ;833,51 ;38,47 ;0,00 ;;
2019-01-17 23:30:00;0,00 ;0,00 ;0,00 ;14,83 ;833,42 ;38,59 ;0,00 ;;
2019-01-17 23:45:00;0,00 ;0,00 ;0,00 ;14,58 ;833,43 ;39,53 ;0,00 ;;
2019-01-18 00:00:00;0,00 ;0,00 ;0,00 ;14,64 ;833,50 ;39,39 ;0,00 ;;
2019-01-18 00:15:00;0,00 ;0,00 ;0,00 ;14,45 ;833,57 ;39,36 ;0,00 ;;
2019-01-18 00:30:00;0,00 ;0,00 ;0,00 ;14,37 ;833,50 ;39,27 ;0,00 ;;
2019-01-18 00:45:00;0,00 ;0,00 ;0,00 ;14,25 ;833,50 ;39,71 ;0,00 ;;
2019-01-18 01:00:00;0,00 ;0,00 ;0,00 ;14,10 ;833,44 ;39,91 ;0,00 ;;
2019-01-18 01:15:00;0,00 ;0,00 ;0,00 ;13,97 ;833,37 ;40,42 ;0,00 ;;
2019-01-18 01:30:00;0,00 ;0,00 ;0,00 ;13,73 ;833,24 ;41,29 ;0,00 ;;
2019-01-18 01:45:00;0,00 ;0,00 ;0,00 ;13,47 ;833,11 ;42,29 ;0,00 ;;
2019-01-18 02:00:00;0,00 ;0,00 ;0,00 ;13,45 ;833,04 ;42,51 ;0,00 ;;
2019-01-18 02:15:00;0,00 ;0,00 ;0,00 ;13,31 ;833,09 ;43,78 ;0,00 ;;
2019-01-18 02:30:00;0,00 ;0,00 ;0,00 ;13,18 ;832,98 ;44,53 ;0,00 ;;
2019-01-18 02:45:00;0,00 ;0,00 ;0,00 ;12,81 ;833,03 ;46,15 ;0,00 ;;
2019-01-18 03:00:00;0,00 ;0,00 ;0,00 ;12,53 ;832,96 ;47,41 ;0,00 ;;
2019-01-18 03:15:00;0,00 ;0,00 ;0,00 ;12,51 ;832,97 ;47,79 ;0,00 ;;
2019-01-18 03:30:00;0,00 ;0,00 ;0,00 ;12,28 ;832,90 ;48,67 ;0,00 ;;
2019-01-18 03:45:00;0,00 ;0,00 ;0,00 ;12,23 ;832,78 ;49,22 ;0,00 ;;
2019-01-18 04:00:00;0,00 ;0,00 ;0,00 ;11,77 ;832,70 ;50,57 ;0,00 ;;
2019-01-18 04:15:00;0,00 ;0,00 ;0,00 ;11,79 ;832,66 ;50,57 ;0,00 ;;
2019-01-18 04:30:00;0,00 ;0,00 ;0,00 ;11,59 ;832,74 ;51,40 ;0,00 ;;
2019-01-18 04:45:00;0,00 ;0,00 ;0,00 ;11,74 ;832,70 ;51,63 ;0,00 ;;
2019-01-18 05:00:00;0,00 ;0,00 ;0,00 ;11,83 ;832,70 ;51,43 ;0,00 ;;
2019-01-18 05:15:00;0,00 ;0,00 ;0,00 ;11,70 ;832,77 ;51,48 ;0,00 ;;
2019-01-18 05:30:00;0,00 ;0,00 ;0,00 ;11,45 ;832,76 ;52,09 ;0,00 ;;
2019-01-18 05:45:00;0,00 ;0,00 ;0,00 ;11,45 ;832,61 ;51,83 ;0,00 ;;
2019-01-18 06:00:00;0,00 ;0,00 ;0,00 ;11,46 ;832,66 ;52,35 ;0,00 ;;
2019-01-18 06:15:00;0,00 ;0,00 ;0,00 ;11,40 ;832,82 ;52,72 ;0,00 ;;
2019-01-18 06:30:00;0,00 ;0,00 ;0,00 ;11,29 ;832,84 ;53,17 ;0,00 ;;
2019-01-18 06:45:00;0,00 ;0,00 ;0,00 ;11,33 ;833,13 ;52,96 ;0,00 ;;
2019-01-18 07:00:00;0,00 ;0,00 ;0,00 ;11,33 ;833,30 ;52,76 ;0,00 ;;
2019-01-18 07:15:00;0,00 ;0,00 ;0,00 ;10,97 ;833,39 ;54,13 ;0,00 ;;
2019-01-18 07:30:00;0,00 ;0,00 ;0,00 ;11,11 ;833,52 ;53,75 ;0,00 ;;
2019-01-18 07:45:00;0,00 ;0,00 ;0,00 ;10,87 ;833,68 ;54,82 ;0,00 ;;
2019-01-18 08:00:00;0,00 ;0,00 ;0,00 ;10,76 ;834,02 ;55,32 ;0,00 ;;
2019-01-18 08:15:00;2,87 ;0,47 ;0,53 ;10,70 ;834,13 ;55,87 ;0,00 ;;
2019-01-18 08:30:00;31,20 ;27,00 ;8,93 ;10,75 ;834,32 ;55,45 ;0,61 ;;
2019-01-18 08:45:00;196,33 ;132,27 ;58,40 ;10,92 ;834,61 ;55,64 ;2,77 ;;
2019-01-18 09:00:00;298,87 ;5,87 ;108,93 ;11,34 ;834,82 ;54,29 ;4,96 ;;
2019-01-18 09:15:00;403,73 ;0,00 ;167,73 ;11,67 ;834,93 ;53,50 ;7,49 ;;
2019-01-18 09:30:00;503,07 ;173,73 ;166,00 ;11,93 ;835,00 ;52,61 ;10,08 ;;
2019-01-18 09:45:00;573,33 ;427,33 ;129,73 ;12,17 ;835,09 ;52,16 ;12,37 ;;
2019-01-18 10:00:00;630,47 ;641,67 ;82,60 ;12,89 ;835,22 ;49,94 ;14,53 ;;
2019-01-18 10:15:00;677,80 ;792,73 ;59,47 ;13,73 ;835,37 ;47,21 ;16,50 ;;
2019-01-18 10:30:00;723,00 ;845,13 ;69,73 ;13,61 ;835,30 ;46,98 ;18,28 ;;
2019-01-18 10:45:00;771,93 ;885,27 ;79,20 ;14,67 ;835,30 ;43,80 ;19,88 ;;
2019-01-18 11:00:00;831,93 ;908,27 ;87,27 ;15,01 ;835,24 ;43,83 ;21,31 ;;
2019-01-18 11:15:00;883,80 ;917,20 ;92,60 ;14,37 ;835,20 ;46,53 ;22,40 ;;
2019-01-18 11:30:00;945,67 ;925,87 ;99,40 ;14,67 ;835,00 ;45,67 ;23,76 ;;
2019-01-18 11:45:00;981,00 ;927,60 ;104,20 ;14,93 ;834,85 ;45,69 ;24,82 ;;
2019-01-18 12:00:00;1008,60 ;924,33 ;107,73 ;15,49 ;834,58 ;43,22 ;25,68 ;;
2019-01-18 12:15:00;1030,93 ;915,40 ;110,20 ;15,90 ;834,19 ;40,79 ;26,34 ;;
2019-01-18 12:30:00;1056,07 ;909,13 ;112,00 ;16,41 ;834,04 ;37,03 ;26,81 ;;
2019-01-18 12:45:00;1062,87 ;900,20 ;113,00 ;16,98 ;833,57 ;33,62 ;27,13 ;;
2019-01-18 13:00:00;1054,20 ;888,13 ;112,93 ;17,20 ;833,28 ;32,81 ;27,20 ;;
2019-01-18 13:15:00;1055,80 ;886,27 ;113,47 ;17,51 ;832,75 ;32,21 ;27,23 ;;
2019-01-18 13:30:00;1072,27 ;941,60 ;120,73 ;17,92 ;832,32 ;31,33 ;27,21 ;;
2019-01-18 13:45:00;1071,33 ;938,00 ;120,27 ;17,99 ;831,89 ;31,03 ;26,96 ;;
2019-01-18 14:00:00;1033,47 ;816,93 ;105,87 ;17,94 ;831,62 ;30,61 ;26,57 ;;
2019-01-18 14:15:00;1020,80 ;833,80 ;107,60 ;18,86 ;831,05 ;28,67 ;26,28 ;;
2019-01-18 14:30:00;1069,13 ;894,13 ;109,73 ;18,64 ;830,62 ;28,62 ;26,63 ;;
2019-01-18 14:45:00;1047,87 ;906,27 ;108,53 ;18,69 ;830,33 ;28,48 ;26,20 ;;
2019-01-18 15:00:00;1006,20 ;908,87 ;105,47 ;18,90 ;829,98 ;27,43 ;25,37 ;;
2019-01-18 15:15:00;974,20 ;918,20 ;102,60 ;19,97 ;829,59 ;25,34 ;24,65 ;;
2019-01-18 15:30:00;925,40 ;914,80 ;97,53 ;20,29 ;829,38 ;24,75 ;23,60 ;;
2019-01-18 15:45:00;883,93 ;918,60 ;93,20 ;19,90 ;829,09 ;24,95 ;22,62 ;;
2019-01-18 16:00:00;835,80 ;906,53 ;86,20 ;20,36 ;828,82 ;24,13 ;21,34 ;;
2019-01-18 16:15:00;802,87 ;902,13 ;79,87 ;20,54 ;828,58 ;24,19 ;20,23 ;;
2019-01-18 16:30:00;760,47 ;870,13 ;70,87 ;21,07 ;828,50 ;22,91 ;18,87 ;;
2019-01-18 16:45:00;714,93 ;831,47 ;61,33 ;21,40 ;828,35 ;19,36 ;17,28 ;;
2019-01-18 17:00:00;656,07 ;771,27 ;50,73 ;21,23 ;828,20 ;19,30 ;15,34 ;;
2019-01-18 17:15:00;588,60 ;24,73 ;262,73 ;21,18 ;828,39 ;21,37 ;13,10 ;;
2019-01-18 17:30:00;501,47 ;33,53 ;198,27 ;20,70 ;828,40 ;23,72 ;10,47 ;;
2019-01-18 17:45:00;377,47 ;13,07 ;137,33 ;20,39 ;828,31 ;24,92 ;7,48 ;;
2019-01-18 18:00:00;309,67 ;0,00 ;106,67 ;20,18 ;828,30 ;25,65 ;5,99 ;;
2019-01-18 18:15:00;214,80 ;14,73 ;69,27 ;19,68 ;828,42 ;26,69 ;3,90 ;;
2019-01-18 18:30:00;130,60 ;11,80 ;37,60 ;19,26 ;828,50 ;27,39 ;2,18 ;;
2019-01-18 18:45:00;19,20 ;0,00 ;3,60 ;18,74 ;828,41 ;28,19 ;0,23 ;;
2019-01-18 19:00:00;0,00 ;0,00 ;0,00 ;18,29 ;828,54 ;27,68 ;0,00 ;;
2019-01-18 19:15:00;0,00 ;0,00 ;0,00 ;18,07 ;828,69 ;28,75 ;0,00 ;;
2019-01-18 19:30:00;0,00 ;0,00 ;0,00 ;18,01 ;828,76 ;28,90 ;0,00 ;;
2019-01-18 19:45:00;0,00 ;0,00 ;0,00 ;17,78 ;828,99 ;28,87 ;0,00 ;;
2019-01-18 20:00:00;0,00 ;0,00 ;0,00 ;17,61 ;829,18 ;28,98 ;0,00 ;;
2019-01-18 20:15:00;0,00 ;0,00 ;0,00 ;17,35 ;829,23 ;29,34 ;0,00 ;;
2019-01-18 20:30:00;0,00 ;0,00 ;0,00 ;17,21 ;829,42 ;29,62 ;0,00 ;;
2019-01-18 20:45:00;0,00 ;0,00 ;0,00 ;17,07 ;829,53 ;29,96 ;0,00 ;;
2019-01-18 21:00:00;0,00 ;0,00 ;0,00 ;16,94 ;829,84 ;30,26 ;0,00 ;;
2019-01-18 21:15:00;0,00 ;0,00 ;0,00 ;16,81 ;830,09 ;30,49 ;0,00 ;;
2019-01-18 21:30:00;0,00 ;0,00 ;0,00 ;16,69 ;830,16 ;30,69 ;0,00 ;;
2019-01-18 21:45:00;0,00 ;0,00 ;0,00 ;16,53 ;830,41 ;31,26 ;0,00 ;;
2019-01-18 22:00:00;0,00 ;0,00 ;0,00 ;16,41 ;830,50 ;31,72 ;0,00 ;;
2019-01-18 22:15:00;0,00 ;0,00 ;0,00 ;16,25 ;830,69 ;32,21 ;0,00 ;;
2019-01-18 22:30:00;0,00 ;0,00 ;0,00 ;16,08 ;830,74 ;32,79 ;0,00 ;;
2019-01-18 22:45:00;0,00 ;0,00 ;0,00 ;15,97 ;830,92 ;33,51 ;0,00 ;;
2019-01-18 23:00:00;0,00 ;0,00 ;0,00 ;15,89 ;831,12 ;34,07 ;0,00 ;;
2019-01-18 23:15:00;0,00 ;0,00 ;0,00 ;15,84 ;831,13 ;34,43 ;0,00 ;;
2019-01-18 23:30:00;0,00 ;0,00 ;0,00 ;15,70 ;831,32 ;35,03 ;0,00 ;;
2019-01-18 23:45:00;0,00 ;0,00 ;0,00 ;15,61 ;831,43 ;35,55 ;0,00 ;;
2019-01-19 00:00:00;0,00 ;0,00 ;0,00 ;15,61 ;831,58 ;35,75 ;0,00 ;;
2019-01-19 00:15:00;0,00 ;0,00 ;0,00 ;15,59 ;831,91 ;35,90 ;0,00 ;;
2019-01-19 00:30:00;0,00 ;0,00 ;0,00 ;15,53 ;832,00 ;36,27 ;0,00 ;;
2019-01-19 00:45:00;0,00 ;0,00 ;0,00 ;15,42 ;831,91 ;37,05 ;0,00 ;;
2019-01-19 01:00:00;0,00 ;0,00 ;0,00 ;15,35 ;831,96 ;37,73 ;0,00 ;;
2019-01-19 01:15:00;0,00 ;0,00 ;0,00 ;15,22 ;832,00 ;38,29 ;0,00 ;;
2019-01-19 01:30:00;0,00 ;0,00 ;0,00 ;15,20 ;832,06 ;38,57 ;0,00 ;;
2019-01-19 01:45:00;0,00 ;0,00 ;0,00 ;15,07 ;831,98 ;39,09 ;0,00 ;;
2019-01-19 02:00:00;0,00 ;0,00 ;0,00 ;14,91 ;831,90 ;39,89 ;0,00 ;;
2019-01-19 02:15:00;0,00 ;0,00 ;0,00 ;14,70 ;831,97 ;40,93 ;0,00 ;;
